rank,comp_id,source_id,target_building,address,unit,subject_unit,unit_match,unit_score,floor_plan_relation,relation_reason,plan_signature,metric_similarity_pct,metric_match_count,metric_total_count,metric_fields_used,metric_fields_matched,community,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,assessment_year,year_of_construction,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,land_size_sm,sqft,roll_number,value_delta,value_delta_pct,dataset_id,source_url
11,C-OCU-20260305T180623Z-011,S-OCU-20260305T180623Z-011,2000 Somervale Court SW,409 2000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,95.36,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,272000,272000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7770.0,,757504683,9000,0.0342,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%252000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
12,C-OCU-20260305T180623Z-012,S-OCU-20260305T180623Z-012,3000 Somervale Court SW,210 3000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,98.91,16,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,240000,240000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757506902,-23000,-0.0875,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
13,C-OCU-20260305T180623Z-013,S-OCU-20260305T180623Z-013,3000 Somervale Court SW,208 3000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:337500,97.21,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,338500,338500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757506704,75500,0.2871,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
14,C-OCU-20260305T180623Z-014,S-OCU-20260305T180623Z-014,1000 Somervale Court SW,210 1000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,95.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,240000,240000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514823,-23000,-0.0875,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
15,C-OCU-20260305T180623Z-015,S-OCU-20260305T180623Z-015,2000 Somervale Court SW,210 2000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,94.68,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,240000,240000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7770.0,,757503909,-23000,-0.0875,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%252000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
16,C-OCU-20260305T180623Z-016,S-OCU-20260305T180623Z-016,1000 Somervale Court SW,208 1000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:340000,93.32,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,340500,340500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514625,77500,0.2947,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
17,C-OCU-20260305T180623Z-017,S-OCU-20260305T180623Z-017,2000 Somervale Court SW,208 2000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:335000,93.10,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,334500,334500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7770.0,,757503701,71500,0.2719,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%252000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
18,C-OCU-20260305T180623Z-018,S-OCU-20260305T180623Z-018,3000 Somervale Court SW,207 3000 SOMERVALE CO SW,207,209,same_floor,48,similar_floor_plan,same floor with matching plan indicators,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,100.00,16,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,263000,263000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757506944,0,0.0000,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
19,C-OCU-20260305T180623Z-019,S-OCU-20260305T180623Z-019,3000 Somervale Court SW,211 3000 SOMERVALE CO SW,211,209,same_floor,48,similar_floor_plan,same floor with matching plan indicators,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,100.00,16,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,263000,263000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757506886,0,0.0000,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
20,C-OCU-20260305T180623Z-020,S-OCU-20260305T180623Z-020,1000 Somervale Court SW,207 1000 SOMERVALE CO SW,207,209,same_floor,48,similar_floor_plan,same floor with matching plan indicators,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,96.05,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,265500,265500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514864,2500,0.0095,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=400&%24offset=0
